통계표ID,통계표명,지역,cleaning1,cleaning2,연령대,cleaning3,cleaning4,구분,대상
INH_1SSIC050R,소득만족도(시도),,소득만족도(시도),소득만족도(시도),,소득만족도(시도),소득만족도(시도),행정구역별,소득만족도
INH_1SSIC060R,소비생활 만족도(시도),,소비생활 만족도(시도),소비생활 만족도(시도),,소비생활 만족도(시도),소비생활 만족도(시도),행정구역별,소비생활 만족도
INH_1SSLA0812R,근로여건만족도(시도),,근로여건만족도(시도),근로여건만족도(시도),,근로여건만족도(시도),근로여건만족도(시도),행정구역별,근로여건만족도
INH_1SSSA010R,사회안전에 대한 인식(시도),,사회안전에 대한 인식(시도),사회안전에 대한 인식(시도),,사회안전에 대한 인식(시도),사회안전에 대한 인식(시도),행정구역별,인식
INH_1SSSA132R,야간 보행에 대한 안전도 및 야간 보행이 불안한 이유(시도),,야간 보행에 대한 안전도 및 야간 보행이 불안한 이유(시도),야간 보행에 대한 안전도 및 야간 보행이 불안한 이유(시도),,야간 보행에 대한 안전도 및 야간 보행이 불안한 이유(시도),야간 보행에 대한 안전도 및 야간 보행이 불안한 이유(시도),행정구역별,"안전도, 야간 보행"
INH_1SSSP020R,삶의 만족도(시도),,삶의 만족도(시도),삶의 만족도(시도),,삶의 만족도(시도),삶의 만족도(시도),행정구역별,삶의 만족도
INH_1SSSP041R,사회적 관계망(시도),,사회적 관계망(시도),사회적 관계망(시도),,사회적 관계망(시도),사회적 관계망(시도),행정구역별,시도
INH_1SSSP048R,사회단체 참여율(시도),,사회단체 참여율(시도),사회단체 참여율(시도),,사회단체 참여율(시도),사회단체 참여율(시도),행정구역별,사회단체 참여율
INH_1SSSP063R,기부율(시도),,기부율(시도),기부율(시도),,기부율(시도),기부율(시도),행정구역별,기부율
INH_1SSSP181R,자원봉사활동 참여율(시도),,자원봉사활동 참여율(시도),자원봉사활동 참여율(시도),,자원봉사활동 참여율(시도),자원봉사활동 참여율(시도),행정구역별,"자원봉사활동, 시도"
INH_1SSWE011R,생활여건의변화(시도),,생활여건의변화(시도),생활여건의변화(시도),,생활여건의변화(시도),생활여건의변화(시도),행정구역별,생활여건
DT_1I100001,시도별/산업별 총괄,,시도별/산업별 총괄,시도별/산업별 총괄,,시도별/산업별 총괄,시도별/산업별 총괄,"시도별, 산업별","사업체수, 종사자수"
DT_1I100002,산업별/조직형태별 총괄,,산업별/조직형태별 총괄,산업별/조직형태별 총괄,,산업별/조직형태별 총괄,산업별/조직형태별 총괄,"산업별, 조직형태별",사업체
DT_1I100003,산업별/종사자규모별 총괄,,산업별/종사자규모별 총괄,산업별/종사자규모별 총괄,,산업별/종사자규모별 총괄,산업별/종사자규모별 총괄,"산업별, 종사자규모별",종사자 규모
DT_1I100004,산업별/매출액규모별 총괄,,산업별/매출액규모별 총괄,산업별/매출액규모별 총괄,,산업별/매출액규모별 총괄,산업별/매출액규모별 총괄,"산업별, 매출액규모별",매출액
DT_1I100005,산업별/자본금규모별 총괄,,산업별/자본금규모별 총괄,산업별/자본금규모별 총괄,,산업별/자본금규모별 총괄,산업별/자본금규모별 총괄,"산업별, 자본금규모별",자본금 규모
DT_1I100006,산업별/자본잉여금규모별 총괄,,산업별/자본잉여금규모별 총괄,산업별/자본잉여금규모별 총괄,,산업별/자본잉여금규모별 총괄,산업별/자본잉여금규모별 총괄,"산업별, 자본잉여금 규모별",자본잉여금
DT_1I100007,산업별/보유차량규모별 총괄,,산업별/보유차량규모별 총괄,산업별/보유차량규모별 총괄,,산업별/보유차량규모별 총괄,산업별/보유차량규모별 총괄,"산업별, 보유차량규모별",보유차량규모
DT_1I100008,산업별/선박톤수별 총괄,,산업별/선박톤수별 총괄,산업별/선박톤수별 총괄,,산업별/선박톤수별 총괄,산업별/선박톤수별 총괄,"산업별, 선박톤수별",선박톤수
DT_1I100009,산업별/보유창고규모별 총괄,,산업별/보유창고규모별 총괄,산업별/보유창고규모별 총괄,,산업별/보유창고규모별 총괄,산업별/보유창고규모별 총괄,"산업별, 보유창고규모별",보유창고규모
DT_1I10001,"시도별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(79~96)",,"시도별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(79~96)","시도별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(79~96)",,"시도별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(79~96)","시도별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(79~96)",행정구역별,"기업체수, 종사자수, 급여액, 매출액, 부가가치, 유형고정자산"
DT_1I100010,"시도별/산업별/종사상지위별 종사자수, 급여액",,"시도별/산업별/종사상지위별 종사자수, 급여액","시도별/산업별/종사상지위별 종사자수, 급여액",,"시도별/산업별/종사상지위별 종사자수, 급여액","시도별/산업별/종사상지위별 종사자수, 급여액","행정구역별, 산업별, 종사상 지위별","종사자수, 급여액"
DT_1I100011,산업별/종사자규모별/종사상지위별/성별 종사자수,,산업별/종사자규모별/종사상지위별/성별 종사자수,산업별/종사자규모별/종사상지위별/성별 종사자수,,산업별/종사자규모별/종사상지위별/성별 종사자수,산업별/종사자규모별/종사상지위별/성별 종사자수,"산업별, 종사자규모별, 종사상지위별, 성별",종사자수
DT_1I100012,"산업별/종사자규모별/직종별 피고용자수, 급여액",,"산업별/종사자규모별/직종별 피고용자수, 급여액","산업별/종사자규모별/직종별 피고용자수, 급여액",,"산업별/종사자규모별/직종별 피고용자수, 급여액","산업별/종사자규모별/직종별 피고용자수, 급여액","산업별, 종사자규모별, 직종별","피고용자수, 급여액"
DT_1I100013,산업별/조직형태별 영업비용,,산업별/조직형태별 영업비용,산업별/조직형태별 영업비용,,산업별/조직형태별 영업비용,산업별/조직형태별 영업비용,"산업별, 조직형태별",영업비용
DT_1I100014,시도별/산업별 부가가치,,시도별/산업별 부가가치,시도별/산업별 부가가치,,시도별/산업별 부가가치,시도별/산업별 부가가치,"시도별, 산업별",부가가치
DT_1I100015,산업별/조직형태별 부가가치,,산업별/조직형태별 부가가치,산업별/조직형태별 부가가치,,산업별/조직형태별 부가가치,산업별/조직형태별 부가가치,"산업별, 조직형태별",부가가치
DT_1I100016,시도별/산업별 유형고정자산,,시도별/산업별 유형고정자산,시도별/산업별 유형고정자산,,시도별/산업별 유형고정자산,시도별/산업별 유형고정자산,"시도별, 산업별",유형고정자산
DT_1I100017,산업별/조직형태별 유형고정자산,,산업별/조직형태별 유형고정자산,산업별/조직형태별 유형고정자산,,산업별/조직형태별 유형고정자산,산업별/조직형태별 유형고정자산,"산업별, 조직형태별",유형고정자산
DT_1I10002,"산업별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(79~90)",,"산업별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(79~90)","산업별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(79~90)",,"산업별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(79~90)","산업별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(79~90)",산업별,"기업체수, 종사자수, 급여액, 매출액, 부가가치, 유형고정자산"
DT_1I10003,"산업별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(91~96)",,"산업별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(91~96)","산업별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(91~96)",,"산업별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(91~96)","산업별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산(91~96)",산업별,"기업체수, 종사자수, 급여액, 매출액, 부가가치, 유형고정자산"
DT_1I100030,산업별 물류산업 총괄,,산업별 물류산업 총괄,산업별 물류산업 총괄,,산업별 물류산업 총괄,산업별 물류산업 총괄,산업별,물류산업
DT_1I100031,산업/조직형태별 물류산업 총괄,,산업/조직형태별 물류산업 총괄,산업/조직형태별 물류산업 총괄,,산업/조직형태별 물류산업 총괄,산업/조직형태별 물류산업 총괄,산업/조직형태별,물류산업
DT_1I100032,산업/종사자규모별 물류산업 총괄,,산업/종사자규모별 물류산업 총괄,산업/종사자규모별 물류산업 총괄,,산업/종사자규모별 물류산업 총괄,산업/종사자규모별 물류산업 총괄,"산업별, 종사자규모별","물류산업, 종사자 규모"
DT_1I100033,산업/매출액규모별 물류산업 총괄,,산업/매출액규모별 물류산업 총괄,산업/매출액규모별 물류산업 총괄,,산업/매출액규모별 물류산업 총괄,산업/매출액규모별 물류산업 총괄,"산업별, 매출액 규모별",물류산업
DT_1I10004,"조직형태별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산",,"조직형태별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산","조직형태별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산",,"조직형태별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산","조직형태별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산",조직형태별,"기업체수, 종사자수, 급여액, 매출액, 부가가치, 유형고정자산"
DT_1I10005,"자본금규모별 기업체수,종사자수,급여액,매출액,부가가치,유형고정(76~96)",,"자본금규모별 기업체수,종사자수,급여액,매출액,부가가치,유형고정(76~96)","자본금규모별 기업체수,종사자수,급여액,매출액,부가가치,유형고정(76~96)",,"자본금규모별 기업체수,종사자수,급여액,매출액,부가가치,유형고정(76~96)","자본금규모별 기업체수,종사자수,급여액,매출액,부가가치,유형고정(76~96)",자본금규모별,"기업체수, 종사자수, 급여액, 매출액, 부가가치, 유형고정"
DT_1I10006,"종사자규모별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산",,"종사자규모별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산","종사자규모별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산",,"종사자규모별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산","종사자규모별 기업체수,종사자수,급여액,매출액,부가가치,유형고정자산",종사자규모별,"기업체수, 종사자수, 급여액, 매출액, 부가가치, 유형고정자산"
DT_1I202001,시도별/산업별 총괄,,시도별/산업별 총괄,시도별/산업별 총괄,,시도별/산업별 총괄,시도별/산업별 총괄,"시도별, 산업별","사업체수, 종사자수"
DT_1I202002,산업별/조직형태별 총괄,,산업별/조직형태별 총괄,산업별/조직형태별 총괄,,산업별/조직형태별 총괄,산업별/조직형태별 총괄,"산업별, 조직형태별",조직형태
DT_1I202003,산업별/종사자규모별 총괄,,산업별/종사자규모별 총괄,산업별/종사자규모별 총괄,,산업별/종사자규모별 총괄,산업별/종사자규모별 총괄,"산업별, 종사자규모별",종사자규모
DT_1I202004,산업별/매출액규모별 총괄,,산업별/매출액규모별 총괄,산업별/매출액규모별 총괄,,산업별/매출액규모별 총괄,산업별/매출액규모별 총괄,"산업별, 매출액규모별",매출액
DT_1I202005,산업별/자본금규모별 총괄,,산업별/자본금규모별 총괄,산업별/자본금규모별 총괄,,산업별/자본금규모별 총괄,산업별/자본금규모별 총괄,"산업별, 자본금 규모별",자본금 규모
